,featureID,State,ID,RiverName,RunName,Put In,Take Out,Class,nameNWM,distance
193,23956122.0,WA,2174,"Nooksack, S. Fork ",River Mile 25 to Saxon Road,"['48.59884262085', '-122.0118637085']","['48.67011642456', '-122.1435470581']",II-III,Nooksack River,0.2739899423483408
194,23744258.0,WA,2175,Ohanapecosh ,Ohanapecosh Campground to La Wis Wis Campground,"['46.736999511719', '-121.56700134277']","['46.677799224854', '-121.58499908447']",V,Ohanapecosh River,0.00026895923587967184
195,24249136.0,WA,3500,Olequa Creek ,Annonen Rd. to Cowlitz River,"['46.41529083252', '-122.9670715332']","['46.370761871338', '-122.94036102295']",II+,Olequa Creek,0.007451174584013553
196,23459511.0,WA,3503,Palouse River ,1. Hooper to Palouse Falls State Park,"['46.743801116943', '-118.202003479']","['46.672401428223', '-118.22299957275']",III+(V),Palouse River,0.0051749055483360975
197,23459503.0,WA,3504,Palouse River ,2. Palouse Falls State Park to Lyons Ferry State Park,"['46.660999298096', '-118.22799682617']","['46.598499298096', '-118.21800231934']",II,Palouse River,0.00030540807903200795
198,24504912.0,WA,3203,Panther Creek ,to confluence with Lower Wind River,"['45.7715', '-121.849']","['45.7608', '-121.831']",IV+,Panther Creek,0.00022480213521425878
199,23081420.0,WA,2176,Peshastin Creek ,Highway 97 culvert to Wenatchee River,"['47.463298797607', '-120.66100311279']","['47.556400299072', '-120.57399749756']",III-IV,Peshastin Creek,0.003946419789394536
200,24274851.0,WA,2178,Pilchuck Creek ,2 - Pilchuck Creek Campsite to Highway 9 Bridge,"['48.320343', '-122.142273']","['48.265423', '-122.164787']",III-IV(V),Pilchuck Creek,0.00721847303797815
201,24274845.0,WA,2179,Pilchuck Creek ,3 - Highway 9 Bridge to I-5 Bridge,"['48.265300750732', '-122.16600036621']","['48.209999084473', '-122.22599792481']",II+,Pilchuck Creek,0.012851788629348559
202,24279134.0,WA,2180,Pilchuck River ,1-Road P-500 above Boulder Creek to Menzel Lake Road Bridge,"['48.022182', '-121.816277']","['48.018684', '-121.914925']",III+(IV),Pilchuck River,0.01532185367376414
203,24279118.0,WA,11182,Pilchuck River ,2-Machias to Snohomish,"['47.987338', '-122.035542']","['47.943608', '-122.074833']",II,Pilchuck River,0.0012574911530348716
204,23970397.0,WA,3408,Pratt ,Kaleetan Creek to M.F. Snoqualmie,"['47.459720611572', '-121.5316696167']","['47.525833129883', '-121.58583068848']",IV,Pratt River,0.00489024206381174
205,23980475.0,WA,3881,Puyallup ,1 - Niesson Creek to Electron,"['46.918701', '-122.053001']","['46.993599', '-122.176003']",V,Puyallup River,0.0010674816157619528
206,23980451.0,WA,2181,Puyallup ,2 - Kapowsin Road Bridge to Highway 162,"['47.0387', '-122.206']","['47.1297', '-122.236']",II,Puyallup River,0.002481344192154932
207,23980403.0,WA,3069,Puyallup ,3 - McMillin to Puyallup,"['47.1402', '-122.227']","['47.1968', '-122.251']",I-II,Puyallup River,0.004336196490012975
208,24242137.0,WA,3638,Quartz Creek ,ab. Snaggletooth Creek to Lewis River,"['46.218990325928', '-121.7812423706']","['46.183143615723', '-121.84876251221']",IV-V+,Quartz Creek,0.009781895363545724
209,23845025.0,WA,3288,Queets ,Queets Campground to Hartzell Launch,"['47.627498626709', '-124.01599884033']","['47.573101043701', '-124.13899993897']",II,Queets River,0.0006706890658382099
211,23844787.0,WA,2183,Quinault ,1. Pony Bridge to Graves Creek,"['47.597999572754', '-123.53399658203']","['47.573799133301', '-123.58100128174']",IV-V,Quinault River,0.002023542256207685
212,23844763.0,WA,2182,Quinault ,2. Cannings Creek to South Shore Rd. access,"['47.534400939941', '-123.67900085449']","['47.516700744629', '-123.77300262451']",II,Quinault River,0.005546580021496424
213,23956264.0,WA,3914,Racehorse Creek ,to NF Nooksack,"['48.871620178223', '-122.0475769043']","['48.888343811035', '-122.14533233643']",V+,Racehorse Creek,0.012553057935866231
214,23970229.0,WA,4502,Raging ,Hwy 18 to Preston,"['47.486301422119', '-121.88849639893']","['47.523006439209', '-121.92392730713']",III+,Raging River,0.0063030085418920535
215,23970217.0,WA,2184,Raging ,Preston to Fall City,"['47.523006439209', '-121.92392730713']","['47.568183898926', '-121.88706207275']",III+,Raging River,0.003754028111327127
216,23963381.0,WA,2185,Rapid ,Road end to Beckler River,"['47.8186', '-121.239']","['47.8034', '-121.293']",IV,Rapid River,0.0009650518120884828
217,24423137.0,WA,2186,Rattlesnake Creek (Naches trib.) ,North Fork to Nile Road Bridge,"['46.809299468994', '-121.06800079346']","['46.81909942627', '-120.93399810791']",III,Rattlesnake Creek,0.004009884521071151
218,24504818.0,WA,3534,Rattlesnake Creek ,mile 3 to White Salmon,"['45.832607269287', '-121.42957305908']","['45.797149658203', '-121.48542022705']",IV(V),Rattlesnake Creek,0.017467141830745325
219,24504996.0,WA,2187,Rock Creek (Columbia River trib.) ,Steep Creek to Ryan-Allen Bridge,"['45.756', '-122.01']","['45.724', '-121.934']",II-IV(V),Rock Creek,0.00048795491593445515
221,24241703.0,WA,2188,Rock Creek (Lewis drainage) ,Dole Valley Road to E. Fork Lewis River,"['45.775638580322', '-122.33809661865']","['45.814777374268', '-122.36769866943']",II-III+,Rock Creek,0.0005235499389934461
222,24241991.0,WA,3535,Rush Creek ,Meadow Creek to FR 90,"['46.043300628662', '-121.86736297607']","['46.069202423096', '-121.93061065674']",V+,Rush Creek,0.004321286273427632
223,23956482.0,WA,2190,Ruth Creek ,Mt. Baker Wilderness Area to confluence with Nooksack River,"['48.909198760986', '-121.58750152588']","['48.894199371338', '-121.66310119629']",I,Ruth Creek,0.012277431718329141
224,23845345.0,WA,2191,Salmon ,West Boundary Road Bridge to Q-100 Bridge,"['47.535251617432', '-124.06101989746']","['47.535911560059', '-124.19162750244']",II(IV),Salmon River,0.0153239051905071
225,23845043.0,WA,2192,Sam's ,500 Bridge to Queets Campground,"['47.604698', '-123.870003']","['47.627499', '-124.015999']",IV-V,Sams River,0.009390194513423895
226,23210170.0,WA,3502,Sand Hollow Creek ,Hwy. 26 mile 2 to Columbia River,"['46.929599761963', '-119.93800354004']","['46.929798126221', '-119.95700073242']",III-IV,Wide Hollow Creek,0.2729299811856998
227,23856731.0,WA,3317,"Satsop, E. Fork ",Simpson Hatchery to Cook Creek,"['47.144351959229', '-123.40119171143']","['47.070247650146', '-123.47480773926']",II,Satsop River,0.16131507238655074
230,24386131.0,WA,2195,"Satsop, Middle Fork ",3. Access off Kelly Hall Road to Tornow Road,"['47.297729492188', '-123.46489715576']","['47.153633117676', '-123.50006103516']",II,Middle Fork,3.702451965202018
232,23856733.0,WA,2197,"Satsop, W. Fork ",2. FR 2260 Bridge to W. Satsop Rd.,"['47.315097808838', '-123.56247711182']","['47.111335754395', '-123.55899810791']",II,Satsop River,0.2920459856180029
233,23689670.0,WA,2202,"Sauk, N. Fork ",Above North Fork Falls,"['48.092991', '-121.338242']","['48.097973', '-121.367882']",IV+,Lake Fork,3.6250957822116914
235,24264873.0,WA,2199,Sauk ,2 - Whitechuck River to Darrington,"['48.173999786377', '-121.47299957275']","['48.261901855469', '-121.59400177002']",III+,Sauk River,0.0015896614241705266
236,24264825.0,WA,2201,Sauk ,3 - Darrington to Sauk River Park,"['48.2619', '-121.594']","['48.4131', '-121.559']",II-IV,Sauk River,0.0052811699461376435
237,23031712.0,WA,3536,Sherman Creek ,1. Log Flume interpretive site to Inchelium Rd.,"['48.577800750732', '-118.28378295898']","['48.579357147217', '-118.24057769775']",II-III,Sherman Creek,0.0025917552108319737
238,23031708.0,WA,3537,Sherman Creek ,2. turnout to fish hatchery,"['48.579357147217', '-118.24057769775']","['48.58451461792', '-118.20426940918']",V,Sherman Creek,0.0001273233762043182
239,23744452.0,WA,2203,Silver Creek ,Lynx Creek to Mary Kiona Park,"['46.584720611572', '-121.92722320557']","['46.548332214355', '-121.92305755615']",V,Silver Creek,0.004693106279160343
240,23963889.0,WA,3166,Silver Creek ,Quartz Creek to North Fork Skykomish,"['47.926', '-121.439']","['47.8676', '-121.482']",IV-V,Silver Creek,0.0004177319714952542
241,24120686.0,WA,10419,Similkameen ,Palmer Lake to Shankers Bend,"['48.9115', '-119.648']","['48.9345', '-119.442']",I-II(III),Similkameen River,0.06020596495365248
242,24243119.0,WA,4016,Siouxon Creek ,Calamity Creek to Yale Reservoir,"['45.946800231934', '-122.09799957275']","['45.980598449707', '-122.30500030518']",III-V,Siouxon Creek,0.013420689172522574
243,24241931.0,WA,11043,"Siouxon, North Fork ",Black Hole Falls to Siouxon Confluence,"['46.0083', '-122.1968']","['45.9709', '-122.2581']",III-IV+(V),Siouxon Creek,0.06399222609036175
244,23838604.0,WA,2204,Sitkum ,Above Brandeberry Creek to Hyas Creek,"['47.963402', '-124.038002']","['47.9604', '-124.258003']",II-V,Sitkum River,0.003520979977227243
245,24255163.0,WA,2206,Skagit ,1. Goodell Creek to Copper Creek,"['48.671798706055', '-121.26899719238']","['48.5910987854', '-121.37300109863']",II-III+,Skagit River,0.006734716576027056
246,24255133.0,WA,2205,Skagit ,2. Copper Creek to Rockport,"['48.5910987854', '-121.37300109863']","['48.484600067139', '-121.5950012207']",I-II,Skagit River,0.006894317475281479
247,23744396.0,WA,3428,Skate Creek ,Johnson Creek to Craig Rd.,"['46.680599212646', '-121.76580047607']","['46.653499603271', '-121.72029876709']",III+,Skate Creek,0.0044016631144122055
248,24285500.0,WA,4373,"Skokomish, N. Fork ",1. Seven Stream to Staircase,"['47.570560455322', '-123.37712860107']","['47.515674591065', '-123.33039855957']",V+,Skokomish River,0.29053368312940897
249,24285500.0,WA,2207,"Skokomish, N. Fork ",2. Staircase to Lake Cushman,"['47.521301269531', '-123.33553314209']","['47.502319335938', '-123.3145904541']",II-III,Skokomish River,0.2277387226267804
251,23956078.0,WA,4007,Skookum Creek ,Above lower gorge to SF of the Nooksack,"['48.679867', '-122.125603']","['48.670067', '-122.143082']",IV-V,Skookum Creek,0.0028339407192185784
252,23963045.0,WA,2211,"Skykomish, N. Fork ",1. Jackson Wilderness to Bear Creek,"['47.925399780273', '-121.27789306641']","['47.893901824951', '-121.38600158691']",II-V,Skykomish River,0.32390844238817657
254,23963045.0,WA,2213,"Skykomish, S. Fork ",1. Beckler River to bridge above Baring,"['47.713798522949', '-121.3399810791']","['47.785610198975', '-121.5012512207']",II,Skykomish River,0.2618583092395002
255,23963045.0,WA,3585,"Skykomish, S. Fork ",2. Baring to Sunset Falls,"['47.785499572754', '-121.50099945068']","['47.803600311279', '-121.55100250244']",II(V+),Skykomish River,0.08579313769824598
257,23963037.0,WA,3409,Skykomish ,2 - Railroad Bridge to Big Eddy,"['47.8291', '-121.616']","['47.8366', '-121.66']",II,Skykomish River,0.0038467161319728905
258,23963021.0,WA,2210,Skykomish ,3 - Big Eddy to Monroe,"['47.836605', '-121.659767']","['47.846161', '-121.970573']",I-II,Skykomish River,0.005064850836888248
259,24265017.0,WA,4409,Sloan Creek ,to NF Sauk,"['48.048431396484', '-121.2907409668']","['48.058059692383', '-121.29099273682']",IV-V,Sloan Creek,0.0002286596260918647
264,23970345.0,WA,3538,"Snoqualmie, Middle Fork ",1 - Hardscrabble Creek to Burnboot Creek,"['47.508235931396', '-121.35433959961']","['47.487926483154', '-121.38954162598']",V,Snoqualmie River,0.4234494179620368
265,23970345.0,WA,2218,"Snoqualmie, Middle Fork ",2 - Burnboot Creek to Taylor River,"['47.487926483154', '-121.38954162598']","['47.54700088501', '-121.53893280029']",II-III(IV),Snoqualmie River,0.3894737463442565
272,23970345.0,WA,2224,"Snoqualmie, S. Fork ",2. Twin Falls State Park to 436th St. Bridge,"['47.4525', '-121.706']","['47.4662', '-121.759']",II+,Snoqualmie River,0.09923282818199812
274,23838690.0,WA,2230,"Sol Duc, N. Fork ",N. Fork Trail Bridge to FR 2918 Bridge,"['48.0078', '-123.894']","['48.0474', '-123.97']",IV,Sol Duc River,0.020322551808275337
275,23838688.0,WA,2231,"Sol Duc, S. Fork ",FR 2920 Bridge to FR 2918 Bridge,"['48.021', '-123.938']","['48.0476', '-123.972']",IV+,Sol Duc River,0.017862250278174483
276,23838688.0,WA,2225,Sol Duc ,1. Salmon Cascade to FR 2918 Bridge,"['48.0225', '-123.925']","['48.0476', '-123.972']",IV,Sol Duc River,0.00567670547060387
277,23838682.0,WA,2226,Sol Duc ,2. FR 2918 Bridge to Klahowya Campground,"['48.0474', '-123.97']","['48.0648', '-124.117']",III,Sol Duc River,0.001953720809114064
278,23838672.0,WA,2227,Sol Duc ,3. Klahowya Campground to Bear Creek,"['48.0648', '-124.117']","['48.061', '-124.234']",II+,Sol Duc River,0.0008497058314622393
280,23838660.0,WA,2229,Sol Duc ,5. Hatchery to Maxfield Road Bridge,"['48.0569', '-124.309']","['48.0226', '-124.384']",II,Sol Duc River,0.00031794496380018513
281,23845213.0,WA,2232,Solleks ,Sollecks Bridge to Clearwater Campground,"['47.693313598633', '-124.01703643799']","['47.677444458008', '-124.1191329956']",III-IV,Solleks River,0.033626820754918685
283,23017922.0,WA,3070,South Prairie Creek ,2. Lower Burnett to above Carbon River (Lower),"['47.132747650146', '-122.05555725098']","['47.109214782715', '-122.14624786377']",II+,Hangman Creek,0.0029058189895533925
284,23015046.0,WA,3298,Spokane ,1. Dead Dog Park and Play,"['47.699401855469', '-117.04290008545']","['47.699401855469', '-117.04290008545']",II(III),Spokane River,0.008086464851209722
287,24274755.0,WA,2235,Squire Creek ,Squire Creek Road to dowstream,"['48.190250396729', '-121.64247894287']","['48.225490570068', '-121.63041687012']",V,Squire Creek,0.013702247945052495
288,23736545.0,WA,3207,Stebbins Creek ,to Washougal River,"['45.715389251709', '-122.08586883545']","['45.690780639648', '-122.12286376953']",IV-V(V+),Stebbins Creek,0.010649065274158268
289,23074047.0,WA,3506,Stehekin ,Agnes Creek to Lake Chelan,"['48.379398345947', '-120.83399963379']","['48.320999145508', '-120.68099975586']",II(IV),Stehekin River,0.008659360971714374
290,23845387.0,WA,2236,Stequaleho ,C-1066 Road to Clearwater Campground,"['47.669246673584', '-124.05982208252']","['47.677444458008', '-124.1191329956']",II-III(V+),Stequaleho Creek,0.01797098813859992
291,24255745.0,WA,3539,Stetattle Creek ,bl Jay Creek to Gorge Lake,"['48.747928619385', '-121.19059753418']","['48.716812133789', '-121.15026092529']",IV(V),Stetattle Creek,0.0027440046776711505
292,24274405.0,WA,2238,"Stillaguamish, N. Fork ",1. Confluence with S. Branch to bridge below Moose Creek,"['48.32783126831', '-121.64058685303']","['48.280155181885', '-121.70266723633']",V,Stillaguamish River,0.5149310312760442
293,24274405.0,WA,2237,"Stillaguamish, N. Fork ",2. Moose Creek to Oso,"['48.280201', '-121.703003']","['48.2738', '-121.910004']",II,Stillaguamish River,0.4445541381766594
303,23963701.0,WA,3112,Sultan ,2. Powerhouse to Fishing Access,"['47.908699035645', '-121.8145980835']","['47.888698577881', '-121.83499908447']",III-IV+,Sultan River,0.006341788009410671
304,23744228.0,WA,3540,Summit Creek ,Soda Springs to Hwy. 123,"['46.703277587891', '-121.48046875']","['46.693351745605', '-121.57766723633']",V+,Summit Creek,0.006288273642840936
305,23663013.0,WA,3541,Swale Creek ,Harris Rd. to Wahkiacus,"['45.723011016846', '-121.03092956543']","['45.823070526123', '-121.09501647949']",III-IV,Swale Creek,0.0008857557361964123
306,23970517.0,WA,2246,Taylor ,bl. Marten Creek to MF Snoqualmie,"['47.5772', '-121.505']","['47.5608', '-121.532']",IV,Taylor River,0.007304806636726069
307,24125697.0,WA,3521,"Teanaway, N. Fork ",Johnson Creek to Stafford Creek,"['47.3794', '-120.886']","['47.3459', '-120.85']",III+,Teanaway River,0.12553935843391542
309,24255245.0,WA,5399,Thunder Creek ,Trail mile 4.1 to Colonial creek campground,"['48.6202', '-121.056']","['48.6729', '-121.073']",IV-V,Thunder Creek,0.0005030397598663868
310,23663733.0,WA,2248,"Tieton, S. Fork ",Grey Creek Campground to Rimrock Lake,"['46.589710235596', '-121.22692871094']","['46.620834350586', '-121.13279724121']",IV(V+),Diamond Fork,0.10679714897455474
313,24249038.0,WA,3430,"Tilton, N. Fork ",above Tilton confluence,"['46.6197', '-122.389']","['46.5976', '-122.365']",IV,Tilton River,0.03906098192569845
316,23443893.0,WA,4041,"Tolt, N. Fork ",ab. Yellow Creek to SF Tolt,"['47.7196', '-121.743']","['47.6959', '-121.822']",IV-V+,Two Bit Fork,4.990833435659821
317,23443893.0,WA,2252,"Tolt, S. Fork ",Bridge to confluence with N. Fork Tolt,"['47.689', '-121.715']","['47.6958', '-121.821']",V,Two Bit Fork,4.953275642491552
318,23970751.0,WA,2251,Tolt ,Tolt River Road nr. Carnation to Snoqualmie River,"['47.6765', '-121.854']","['47.6379', '-121.917']",II,Tolt River,0.002684165419641582
319,23041869.0,WA,3509,"Toutle, N. Fork ",Green River to S. Fork confluence,"['46.372009277344', '-122.5824508667']","['46.330486297607', '-122.72528839111']",II+,Butte Fork,4.869548200155506
320,23041869.0,WA,2254,"Toutle, S. Fork ",Harrington Place to Big Wolf Creek,"['46.209167480469', '-122.26721954346']","['46.25305557251', '-122.57389068603']",II-III,Butte Fork,4.689871220249822
321,24248558.0,WA,2253,Toutle ,Highway 504 Bridge to Tower Rd. Bridge,"['46.330265', '-122.72522']","['46.334011', '-122.840523']",III+(IV),Toutle River,0.0036436142770608117
323,23963539.0,WA,4005,Trout Creek (Sky drainage) ,to NF Sky,"['47.858360290527', '-121.47457122803']","['47.863273620605', '-121.48726654053']",V+,Trout Creek,0.007053670673038208
324,24505340.0,WA,3512,Trout Creek ,FR 43 to Wind River,"['45.822601318359', '-122.01699829102']","['45.802299499512', '-121.93299865723']",IV-V,Trout Creek,0.004505601003307524
325,23845087.0,WA,3148,Tshletshy ,Headwaters to Queets Campground,"['47.6062', '-123.741']","['47.6275', '-124.016']",IV-V,Tshletshy Creek,0.022059219138485117
326,24383885.0,WA,2256,Twisp ,Buttermilk Creek to town of Twisp,"['48.363800048828', '-120.33699798584']","['48.369800567627', '-120.14900207519']",III,Twisp River,0.0018891794667564073
330,23963677.0,WA,2259,Wallace ,Bridge below Wallace Falls to Sultan,"['47.8616', '-121.698']","['47.8597', '-121.793']",II,Wallace River,0.012690394004904279
331,24125947.0,WA,3520,Waptus ,Waptus Lake trail to Salmon La Sac,"['47.435726165771', '-121.11239624023']","['47.402938842773', '-121.09754943848']",II-III+(IV),Waptus River,0.00885913789337447
332,23736193.0,WA,2264,"Washougal, N. Fork ",Mile 7 to Washougal River,"['45.688598632812', '-122.24600219727']","['45.610599517822', '-122.24700164795']",IV-V,Washougal River,0.0718693141720664
337,23080846.0,WA,2265,Wenatchee ,1. Lake Wenatchee State Park to Tumwater Campground,"['47.809694', '-120.715098']","['47.676494', '-120.734334']",II,Wenatchee River,0.010131945518999182
339,23080640.0,WA,2267,Wenatchee ,3. Leavenworth to Monitor,"['47.592098', '-120.658997']","['47.524502', '-120.466003']",III,Wenatchee River,0.0016957054579231476
340,24534412.0,WA,4198,Whatcom Creek ,Lake Whatcom to Yew St. Bridge,"['48.753299713135', '-122.42600250244']","['48.75479888916', '-122.44499969482']",III-IV+(V+),Whatcom Creek,0.009620376104341456
343,24504844.0,WA,2270,White Salmon ,3 - Green Truss Bridge to BZ Corners,"['45.9094', '-121.502']","['45.8512', '-121.509']",V,White Salmon River,0.007031810293227547
344,24504838.0,WA,3064,White Salmon ,4 - BZ Corner to Buck Creek,"['45.851501464844', '-121.50900268555']","['45.779300689697', '-121.51699829102']",III+(V),White Salmon River,0.01544832916236869
349,24265111.0,WA,2272,Whitechuck ,Bridge above Crystal Creek to Sauk River confluence,"['48.177799', '-121.358704']","['48.172401', '-121.470901']",IV,White Chuck River,0.007652997582645709
351,24504948.0,WA,3511,Wind ,2. Mineral Springs to Stabler,"['45.874801635742', '-121.97872161865']","['45.808155059815', '-121.90856933594']",I-II,Wind River,0.004306268206331359
352,24504942.0,WA,2273,Wind ,3. Stabler to High Bridge,"['45.808498', '-121.908997']","['45.753502', '-121.842003']",IV-V,Wind River,0.01794539968905741
353,24504932.0,WA,2274,Wind ,4. High Bridge to Columbia River,"['45.753700256348', '-121.84100341797']","['45.726398468018', '-121.79499816894']",IV-V(V+),Wind River,0.0077299097657079815
354,23856921.0,WA,2275,Wynoochee ,Wynoochee Reservoir to Save Creek,"['47.3834', '-123.607002']","['47.29893', '-123.653204']",II-III(V),Wynoochee River,0.007649198650838205
355,24125773.0,WA,2276,Yakima ,Confluence with Teanaway River to Thorp,"['47.171', '-120.858']","['47.101', '-120.702']",II,Yakima River,0.0036595486060446406
356,23743700.0,WA,2277,Yellowjacket Creek ,Veta Creek to Cispus River confluence,"['46.390202', '-121.829002']","['46.432499', '-121.839996']",IV(V),Yellowjacket Creek,0.0017089204194477572
124,1850793.0,WI,2302,Namekagon ,Namekagon Dam to St. Croix River,"['46.223999023438', '-91.148002624512']","['46.087001800537', '-92.179000854492']",I-II,Namekagon River,0.014115598760662878
190,13399941.0,WI,10912,Spirit ,Spirit Falls,"['45.452', '-89.978']","['45.454', '-89.976']",II,Spirit River,0.011432886293498264
0,14365376.0,WV,2320,Abram Creek ,US 50 Bridge to the confluence of the North Branch of the Po...,"['39.312099456787', '-79.211402893066']","['39.379299163818', '-79.201400756836']",II-IV,Abram Creek,0.005159468467707704
1,4547436.0,WV,2321,Anglins Creek ,CR 17/2 bridge to confluence of Meadow River,"['38.106460571289', '-80.774383544922']","['38.141304016113', '-80.83659362793']",II-IV,Anglins Creek,0.0012480240783130266
2,12105582.0,WV,2322,Anthony Creek ,1. Neola to the Blue Bend Recreation Area,"['37.967220306396', '-80.13166809082']","['37.922508239746', '-80.264915466309']",I-II,Anthony Creek,0.008401993281465493
3,12105784.0,WV,3309,Anthony Creek ,2. Blue Bend Recreation Area to the confluence of the Greenb...,"['37.9225', '-80.2649']","['37.897', '-80.3236']",I-II,Anthony Creek,0.005819862541330585
4,6920116.0,WV,4178,Arbuckle Creek ,Oak Hill to New,"['37.979400634766', '-81.138900756836']","['37.963199615479', '-81.084297180176']",III-IV,Arbuckle Creek,0.0010498865242867374
5,6925013.0,WV,3357,"Armstrong Creek, Powellton Fork ",McDunn to Powellton,"['38.062835693359', '-81.314186096191']","['38.099521636963', '-81.323921203613']",III-IV,Powellton Fork,0.0030736781490158056
6,6924899.0,WV,2323,Armstrong Creek ,Powellton to Kimberly,"['38.099521636963', '-81.323921203613']","['38.144298553467', '-81.293403625488']",II-III,Armstrong Creek,0.003453658621787957
7,5893060.0,WV,2324,Back Creek ,WV 9 to McCoy's Ferry,"['39.555801391602', '-78.017997741699']","['39.599998474121', '-77.991401672363']",II(III),Back Creek,0.0019650307269722
8,3774821.0,WV,4313,Beaver Creek (Blackwater trib.) ,Old WV 93 about 7 road miles above WV 93/Corridor H bridge a...,"['39.183998', '-79.391502']","['39.1487', '-79.4381']",I-II,North Fork Blackwater River,0.09734647385498124
9,4351370.0,WV,3303,Beaver Creek (Little Sandy trib.) ,CR 11/1 old bridge location to confluence with Little Sandy ...,"['39.625599', '-79.593201']","['39.635601', '-79.605003']",III-IV,Left Fork Little Sandy Creek,0.2984554554116952
10,4546232.0,WV,2325,Big Beaver Creek ,Craigsville to Gauley River,"['38.32788848877', '-80.665245056152']","['38.301498413086', '-80.715507507324']",IV-V+,Big Beaver Creek,0.0033547557364477227
11,4547620.0,WV,2326,Big Clear Creek ,1. CR 1 bridge to Anjean,"['38.0602', '-80.6077']","['38.0216', '-80.6312']",III-V,Big Clear Creek,0.0033556491175246385
12,4547702.0,WV,4191,Big Clear Creek ,2. Anjean to Kessler,"['38.0213', '-80.6315']","['37.9865', '-80.6683']",II-III,Big Clear Creek,0.012082520432424226
13,6929240.0,WV,2327,"Big Coal River, Clear Fork ",1: Clear Creek to Ameagle,"['37.916110992432', '-81.345001220703']","['37.951110839844', '-81.438331604004']",II-III,Big Coal River,0.19294952801921086
14,6929240.0,WV,2605,"Big Coal River, Clear Fork ",2: Ameagle to Whitesville,"['37.951110839844', '-81.438331604004']","['37.969165802002', '-81.532218933105']",I-II,Big Coal River,0.09381298515696876
15,6929414.0,WV,2328,"Big Coal River, Marsh Fork ",1: Fairdale to Arnett,"['37.783988952637', '-81.383071899414']","['37.819999694824', '-81.423889160156']",II-III,Little Marsh Fork,0.1599307011364856
16,6929414.0,WV,2362,"Big Coal River, Marsh Fork ",2: Arnett to Dry Creek,"['37.833213806152', '-81.43505859375']","['37.859443664551', '-81.464164733887']",II+,Little Marsh Fork,0.09677813109039538
19,6929240.0,WV,10525,Big Coal River ,Whitesville to JM Protan community center access,"['37.9696', '-81.5302']","['38.0638', '-81.5749']",I,Big Coal River,0.0009950376877289578
20,12106666.0,WV,4030,Big Creek ,CR 10 bridge to the Greenbrier River,"['37.68176651001', '-80.809562683105']","['37.659530639648', '-80.836044311523']",II-IV,Big Creek,0.001515703812790533
21,8422840.0,WV,3050,Big Run ,Confluence with Teeter Camp Run to Cherry Grove,"['38.623332977295', '-79.566665649414']","['38.637222290039', '-79.520835876465']",II+,Big Run,0.003834442561850054
22,3773469.0,WV,2329,Big Sandy Creek ,1. PA-WV State Line to Bruceton Mills,"['39.722221374512', '-79.663887023926']","['39.672222137451', '-79.641670227051']",I-II,Big Sandy Creek,0.002953073495864053
23,3773617.0,WV,2330,Big Sandy Creek ,2. Bruceton Mills to Rockville,"['39.656059265137', '-79.640045166016']","['39.621349334717', '-79.705108642578']",III-IV,Big Sandy Creek,0.001108230696257151
25,10580941.0,WV,3297,"Big Sandy River, Tug Fork ",1. Panther to Wharncliffe,"['37.482498168945', '-81.895698547363']","['37.543701171875', '-81.963600158691']",I-II,Big Sandy River,6.364806136064678
26,10580941.0,WV,3346,"Big Sandy River, Tug Fork ",2. Wharncliffe to Devon,"['37.543701171875', '-81.963600158691']","['37.538101196289', '-82.063102722168']",I-II,Big Sandy River,6.310919311766801
28,19325191.0,WV,3244,Birch ,Cora Brown Bridge to the confluence of Diatter Run,"['38.5171', '-80.7822']","['38.5841', '-80.8363']",I-III,Birch Run,0.4204290842329907
29,435330.0,WV,3213,"Blackwater, North Fork ",Rt. 219 to confluence with Blackwater River,"['39.152400970459', '-79.496398925781']","['39.112300872803', '-79.522003173828']",V+,Blackberry Fork,3.1237276003330248
30,3774985.0,WV,2333,Blackwater ,0. Wildlife Preserve to Davis,"['39.142967', '-79.428391']","['39.127865', '-79.460739']",I-II(III),Blackwater River,0.011404273628782435
31,3775605.0,WV,2334,Blackwater ,1. Below Blackwater Falls to North Fork Confluence,"['39.112999', '-79.483002']","['39.112', '-79.522003']",V+,Blackwater River,0.0014900365767275398
32,3775089.0,WV,2335,Blackwater ,2. North Fork Confluence to Hendricks,"['39.112202', '-79.522003']","['39.0723', '-79.633202']",III-V,Blackwater River,0.009645123638398171
33,6909049.0,WV,2336,Bluestone ,1. Spanishburg to Eads Mill,"['37.4447', '-81.1217']","['37.4792', '-81.0714']",I-III,Bluestone River,0.01317953337565003
34,6908939.0,WV,3091,Bluestone ,2. Eads Mill to Bluestone State Park,"['37.4787', '-81.0715']","['37.6153', '-80.9311']",II-III,Bluestone River,0.004586469230238525
35,6909057.0,WV,2337,Brush Creek ,Confluence of Beaver Branch to confluence of Bluestone River,"['37.426944732666', '-81.064163208008']","['37.477500915527', '-81.061668395996']",III-IV(V),Brush Creek,0.009033061378179469
36,4547152.0,WV,4307,Brushy Meadow Creek ,Falls at Leivasy to confluence with Hominy Creek,"['38.1666', '-80.69']","['38.1709', '-80.7112']",III-IV+,Brushy Meadow Creek,0.00026400757564171287
37,19415205.0,WV,2341,"Buckhannon, Left Fork of the Right Fork ",Helvetia to Newlonton,"['38.705101013184', '-80.201599121094']","['38.745601654053', '-80.236602783203']",II-III,Left Fork Straight Creek,1.0550325146227129
